trip_miles,trip_seconds,fare,company,payment_type,tip_rate
14.34,1997,37.25,Flash Cab,Credit Card,15.2
5.07,706,15.0,Chicago Independents,Cash,0.0
17.61,2452,44.75,Taxicab Insurance Agency Llc,Credit Card,20.2
18.1,2520,45.0,"Taxicab Insurance Agency, LLC",Credit Card,20.2
18.1,2520,45.5,U Taxicab,Credit Card,20.2
18.1,2520,46.5,"Taxicab Insurance Agency, LLC",Cash,0.0
9.28,1292,25.25,Flash Cab,Prcard,0.0
20.6,2867,54.0,Flash Cab,Credit Card,16.5
16.9,2352,41.75,Chicago Independents,Credit Card,20.2
17.7,2463,44.5,Chicago Independents,Cash,0.0
11.14,1550,30.0,Flash Cab,Prcard,0.0
14.08,1959,36.0,Flash Cab,Cash,0.0
20.7,2880,50.75,Taxi Affiliation Services,Credit Card,20.2
3.91,544,12.95,City Service,Mobile,23.0
6.9,960,19.25,Taxi Affiliation Services,Unknown,0.0
6.9,960,20.25,Taxi Affiliation Services,Unknown,0.0
6.9,960,20.0,Taxi Affiliation Services,Credit Card,20.5
13.8,1920,37.0,U Taxicab,Cash,0.0
10.76,1497,29.5,24 Seven Taxi,Credit Card,20.3
9.1,1266,25.5,Flash Cab,Prcard,0.0
17.95,2497,45.25,City Service,Credit Card,20.2
18.11,2519,46.0,Sun Taxi,Credit Card,25.3
17.37,2416,43.39,Sun Taxi,Mobile,0.0
15.1,2100,38.25,"Taxicab Insurance Agency, LLC",Credit Card,20.2
11.16,1552,29.75,Flash Cab,Credit Card,20.3
26.76,3721,66.5,Flash Cab,Credit Card,15.1
13.83,1923,36.25,Sun Taxi,Credit Card,20.2
17.8,2475,44.75,Chicago Independents,Credit Card,10.2
18.21,2532,46.25,Medallion Leasin,Credit Card,8.6
24.31,3380,60.0,Star North Taxi Management Llc,Credit Card,0.0
8.2,1140,23.0,Taxi Affiliation Services,Credit Card,13.0
10.56,1468,28.75,Blue Ribbon Taxi Association,Credit Card,31.3
2.23,310,8.5,Star North Taxi Management Llc,Cash,0.0
12.92,1796,34.25,24 Seven Taxi,Mobile,20.3
14.1,1960,38.0,Flash Cab,Cash,0.0
11.36,1579,30.25,Flash Cab,Prcard,0.0
18.08,2513,45.75,Flash Cab,Credit Card,20.2
17.7,2460,43.5,Taxi Affiliation Services,Credit Card,30.9
17.7,2460,45.5,Taxi Affiliation Services,Credit Card,20.2
4.85,674,15.0,Medallion Leasin,Cash,0.0
14.68,2040,38.0,Sun Taxi,Credit Card,20.2
7.11,988,20.0,Flash Cab,Prcard,0.0
14.17,1969,36.5,24 Seven Taxi,Credit Card,15.2
9.5,1320,26.25,Taxi Affiliation Services,Credit Card,16.5
9.5,1320,26.0,Taxi Affiliation Services,Unknown,0.0
12.07,1677,32.5,Flash Cab,Prcard,0.0
15.73,2185,40.25,City Service,Credit Card,25.3
7.3,1014,20.25,Star North Taxi Management Llc,Cash,0.0
17.79,2471,44.25,Sun Taxi,Credit Card,20.2
10.8,1500,29.25,Globe Taxi,Credit Card,0.0
7.33,1018,21.0,Flash Cab,Prcard,0.0
13.2,1833,42.02,Flash Cab,Cash,0.0
3.86,536,12.5,Flash Cab,Cash,0.0
18.2,2527,45.75,Flash Cab,Credit Card,15.2
3.63,504,11.75,Star North Taxi Management Llc,Credit Card,15.3
7.26,1008,21.0,Sun Taxi,Cash,0.0
12.1,1680,32.75,"Taxicab Insurance Agency, LLC",Credit Card,15.9
8.24,1144,23.75,Flash Cab,Cash,0.0
10.97,1523,30.25,Flash Cab,Prcard,0.0
11.95,1659,32.0,Flash Cab,Credit Card,20.3
8.19,1137,22.75,Flash Cab,Credit Card,8.2
2.73,379,9.75,Flash Cab,Cash,0.0
27.02,3751,65.5,Chicago Independents,Mobile,20.1
7.29,1012,20.5,Blue Ribbon Taxi Association,Prcard,0.0
13.4,1860,36.0,Taxi Affiliation Services,Credit Card,20.1
9.87,1370,28.25,Flash Cab,Cash,0.0
26.04,3614,63.5,Sun Taxi,Cash,0.0
2.45,340,9.0,Flash Cab,Cash,0.0
17.72,2459,45.0,Sun Taxi,Cash,0.0
13.0,1804,34.0,Medallion Leasin,Credit Card,20.3
3.69,512,12.02,24 Seven Taxi,Mobile,17.2
16.0,2220,41.0,"Taxicab Insurance Agency, LLC",Credit Card,20.2
10.84,1504,30.25,Flash Cab,Cash,0.0
5.55,770,16.5,Sun Taxi,Credit Card,20.6
14.74,2045,38.5,Chicago Independents,Credit Card,25.3
17.71,2457,44.25,Flash Cab,Credit Card,16.2
16.11,2235,42.0,Sun Taxi,Mobile,20.2
6.79,942,19.5,City Service,Cash,0.0
17.3,2400,42.75,Chicago Independents,Credit Card,20.2
17.3,2400,43.5,Top Cab Affiliation,Credit Card,10.5
17.3,2400,43.25,Top Cab Affiliation,Cash,0.0
13.48,1870,36.5,Flash Cab,Prcard,0.0
9.09,1261,25.5,Top Cab,Prcard,0.0
9.48,1315,25.75,Flash Cab,Prcard,0.0
18.6,2580,46.5,Taxi Affiliation Services,Credit Card,25.2
15.2,2108,38.75,Chicago Independents,Credit Card,25.3
17.48,2424,43.25,Medallion Leasin,Credit Card,25.3
17.56,2435,44.0,City Service,Credit Card,25.3
10.71,1485,29.75,Flash Cab,Prcard,0.0
11.49,1593,30.25,Flash Cab,Prcard,0.0
18.35,2544,47.25,Flash Cab,Cash,0.0
6.19,858,18.0,Flash Cab,Cash,0.0
7.8,1081,21.8,Sun Taxi,Mobile,9.2
9.88,1369,27.75,Flash Cab,Prcard,0.0
11.88,1646,31.75,Sun Taxi,Cash,0.0
7.03,974,20.45,City Service,Mobile,19.6
36.14,5007,88.5,Flash Cab,Credit Card,20.1
11.39,1578,30.0,Flash Cab,Prcard,0.0
18.35,2542,46.0,Taxicab Insurance Agency Llc,Credit Card,25.2
14.41,1996,39.3,Koam Taxi Association,Mobile,23.0
7.48,1036,21.0,Chicago Independents,Cash,0.0
2.91,403,10.93,Sun Taxi,Mobile,34.5
16.9,2340,43.5,Top Cab Affiliation,Credit Card,14.1
16.9,2340,44.0,"Taxicab Insurance Agency, LLC",Credit Card,20.8
2.6,360,9.5,312 Medallion Management Corp,Cash,0.0
3.9,540,12.5,Taxi Affiliation Services,Credit Card,26.0
10.4,1440,28.25,Taxi Affiliation Services,Unknown,0.0
14.3,1980,36.75,Chicago Taxicab,Cash,0.0
18.2,2520,44.75,Globe Taxi,Credit Card,20.2
9.1,1260,25.25,Taxi Affiliation Services,Credit Card,20.2
6.5,900,18.75,Taxi Affiliation Services,Unknown,0.0
18.2,2520,44.75,Choice Taxi Association,Credit Card,20.2
3.9,540,12.75,Taxi Affiliation Services,Unknown,0.0
7.8,1080,22.5,Choice Taxi Association,Cash,0.0
7.8,1080,22.5,Taxi Affiliation Services,Unknown,0.0
3.9,540,12.75,312 Medallion Management Corp,Credit Card,11.9
13.68,1894,37.0,Taxicab Insurance Agency Llc,Credit Card,0.0
5.15,713,15.75,Flash Cab,Prcard,0.0
16.21,2244,42.25,Taxicab Insurance Agency Llc,Cash,0.0
17.85,2471,44.25,Flash Cab,Credit Card,20.2
9.89,1369,27.5,Medallion Leasin,Prcard,0.0
11.41,1579,30.25,Sun Taxi,Mobile,20.3
1.85,256,7.75,Flash Cab,Prcard,0.0
10.11,1399,27.25,Medallion Leasin,Prcard,0.0
21.55,2982,56.75,Chicago Independents,Credit Card,20.2
7.14,988,36.06,Flash Cab,Cash,0.0
17.83,2467,45.0,City Service,Credit Card,20.2
14.39,1991,37.75,Sun Taxi,Cash,0.0
6.18,855,18.5,Flash Cab,Prcard,0.0
11.06,1530,29.25,Flash Cab,Prcard,0.0
17.19,2378,44.0,Flash Cab,Credit Card,15.2
5.48,758,16.25,24 Seven Taxi,Credit Card,25.8
11.93,1650,32.5,City Service,Credit Card,13.7
7.91,1094,22.0,Flash Cab,Mobile,20.5
15.22,2105,38.75,Chicago Independents,Credit Card,20.2
33.66,4655,81.75,Flash Cab,Cash,0.0
3.71,513,11.75,Globe Taxi,Credit Card,15.5
21.2,2931,52.75,Chicago Independents,Cash,0.0
3.66,506,12.25,City Service,Cash,0.0
5.1,705,27.45,Flash Cab,Cash,0.0
18.1,2502,45.75,Chicago Independents,Credit Card,20.2
17.95,2481,44.5,Flash Cab,Credit Card,20.2
19.21,2655,48.25,Flash Cab,Credit Card,15.1
4.24,586,13.75,Sun Taxi,Cash,0.0
17.8,2460,44.0,Taxi Affiliation Services,Credit Card,20.2
17.8,2460,44.5,KOAM Taxi Association,Credit Card,20.2
6.68,923,19.75,Patriot Taxi Dba Peace Taxi Associat,Mobile,25.3
24.6,3399,64.25,Star North Taxi Management Llc,Credit Card,20.1
10.85,1499,28.75,Taxicab Insurance Agency Llc,Credit Card,20.3
10.46,1445,27.5,Flash Cab,Credit Card,20.3
21.77,3007,55.0,City Service,Credit Card,20.2
18.0,2486,46.25,City Service,Mobile,15.2
7.19,993,20.5,Patriot Taxi Dba Peace Taxi Associat,Credit Card,25.6
8.87,1225,25.0,City Service,Cash,0.0
19.84,2740,49.75,Taxicab Insurance Agency Llc,Cash,0.0
27.74,3831,71.0,Flash Cab,Cash,0.0
17.8,2458,51.0,Globe Taxi,Credit Card,15.1
5.62,776,18.85,City Service,Mobile,23.0
11.74,1621,31.75,Flash Cab,Prcard,0.0
17.44,2408,43.5,Flash Cab,Credit Card,20.2
10.3,1422,28.5,Flash Cab,Prcard,0.0
11.3,1560,29.25,Taxi Affiliation Services,Unknown,0.0
16.48,2275,43.5,Sun Taxi,Cash,0.0
4.26,588,13.25,Flash Cab,Credit Card,19.4
19.62,2708,50.25,Globe Taxi,Cash,0.0
12.31,1699,52.0,Flash Cab,Cash,0.0
13.1,1808,34.0,Chicago Taxicab,Credit Card,20.3
11.47,1583,31.25,City Service,Cash,0.0
12.84,1772,34.75,Flash Cab,Credit Card,20.3
8.71,1202,24.0,Globe Taxi,Credit Card,0.0
10.0,1380,27.25,Taxi Affiliation Services,Unknown,0.0
10.0,1380,27.0,4053 - 40193 Adwar H. Nikola,Credit Card,20.3
10.0,1380,27.5,Taxi Affiliation Services,Unknown,0.0
10.0,1380,27.5,Taxi Affiliation Services,Cash,0.0
13.5,1863,34.0,Flash Cab,Prcard,0.0
4.5,621,14.0,Chicago Independents,Cash,0.0
16.58,2288,42.0,City Service,Mobile,15.2
15.33,2115,39.45,Chicago Independents,Mobile,23.0
16.73,2308,41.75,Sun Taxi,Cash,0.0
9.38,1294,26.0,Blue Ribbon Taxi Association,Prcard,0.0
11.62,1603,30.5,Flash Cab,Cash,0.0
4.27,589,13.5,Flash Cab,Cash,0.0
17.4,2400,44.0,Petani Cab Corp,Cash,0.0
17.4,2400,42.75,6574 - Babylon Express Inc.,Credit Card,25.2
17.4,2400,43.5,Taxi Affiliation Services,Credit Card,20.6
16.93,2335,42.25,City Service,Cash,0.0
16.06,2215,40.25,Medallion Leasin,Credit Card,25.3
21.15,2917,51.25,City Service,Credit Card,18.1
11.37,1568,30.75,Sun Taxi,Prcard,0.0
11.03,1521,30.0,Flash Cab,Prcard,0.0
16.1,2220,41.25,"Taxicab Insurance Agency, LLC",Credit Card,0.0
13.36,1842,34.75,Chicago Independents,Credit Card,20.3
18.65,2571,46.5,Star North Taxi Management Llc,Credit Card,20.2
7.4,1020,21.0,Taxi Affiliation Services,Unknown,0.0
7.4,1020,21.0,Taxi Affiliation Services,Cash,0.0
8.83,1217,24.75,Flash Cab,Prcard,0.0
17.24,2376,43.5,Flash Cab,Cash,0.0
21.22,2924,52.0,City Service,Credit Card,20.2
17.2,2370,42.75,Chicago Independents,Credit Card,10.7
17.68,2436,44.25,City Service,Credit Card,2.0
22.18,3056,54.5,City Service,Cash,0.0
26.21,3611,64.5,Sun Taxi,Credit Card,20.1
5.06,697,15.0,Star North Taxi Management Llc,Cash,0.0
17.46,2405,44.25,Globe Taxi,Credit Card,20.2
5.09,701,47.99,Flash Cab,Cash,0.0
13.6,1873,35.0,Flash Cab,Credit Card,0.0
6.1,840,17.0,Taxi Affiliation Services,Credit Card,117.6
6.1,840,17.5,Taxi Affiliation Services,Unknown,0.0
6.1,840,17.5,Taxi Affiliation Services,Cash,0.0
18.3,2520,46.25,"Taxicab Insurance Agency, LLC",Credit Card,16.1
14.35,1976,42.02,Flash Cab,Cash,0.0
12.84,1768,34.0,Flash Cab,Prcard,0.0
17.83,2455,44.5,City Service,Credit Card,6.2
17.78,2448,44.5,Sun Taxi,Credit Card,20.2
8.36,1151,23.5,Sun Taxi,Credit Card,21.8
12.53,1725,33.25,Chicago Independents,Credit Card,25.3
17.84,2456,44.25,City Service,Mobile,20.2
13.7,1886,35.25,Medallion Leasin,Cash,0.0
8.79,1210,25.0,City Service,Prcard,0.0
8.1,1115,22.5,City Service,Credit Card,20.4
17.45,2402,44.25,Sun Taxi,Credit Card,20.2
17.0,2340,42.0,Taxi Affiliation Services,Credit Card,20.2
17.0,2340,42.75,Taxi Affiliation Services,Credit Card,28.1
17.0,2340,42.5,Globe Taxi,Credit Card,20.2
7.36,1013,20.75,City Service,Cash,0.0
4.12,567,12.6,Sun Taxi,Mobile,23.0
21.8,3000,53.25,Globe Taxi,Cash,0.0
17.3,2380,43.0,Globe Taxi,Credit Card,25.3
7.16,985,19.75,Flash Cab,Prcard,0.0
16.61,2285,55.14,Flash Cab,Cash,0.0
7.4,1018,21.0,Sun Taxi,Prcard,0.0
15.95,2194,40.25,City Service,Credit Card,20.2
22.45,3088,55.5,Sun Taxi,Cash,0.0
31.0,4263,78.25,Chicago Independents,Credit Card,0.0
18.05,2482,44.75,Flash Cab,Cash,0.0
14.4,1980,36.5,Taxi Affiliation Services,Credit Card,30.2
4.8,660,14.75,Taxi Affiliation Services,Cash,0.0
4.8,660,14.5,"Taxicab Insurance Agency, LLC",Credit Card,20.7
19.2,2640,47.0,Taxi Affiliation Services,Credit Card,19.6
9.6,1320,26.25,Top Cab Affiliation,Credit Card,0.0
4.8,660,14.75,Globe Taxi,Cash,0.0
4.8,660,14.75,Taxi Affiliation Services,Credit Card,25.8
9.6,1320,27.25,Globe Taxi,Credit Card,0.0
18.14,2494,46.25,Sun Taxi,Credit Card,14.8
13.18,1812,33.75,Sun Taxi,Credit Card,20.3
5.07,697,15.82,Flash Cab,Mobile,23.0
10.14,1394,27.25,Sun Taxi,Prcard,0.0
11.77,1618,32.0,Sun Taxi,Credit Card,14.9
10.81,1486,30.0,Sun Taxi,Prcard,0.0
2.99,411,10.25,Flash Cab,Credit Card,15.5
10.95,1505,29.25,Flash Cab,Credit Card,20.3
18.11,2489,45.25,Flash Cab,Mobile,20.2
17.9,2460,44.25,Taxi Affiliation Services,Credit Card,0.0
10.66,1465,28.75,Sun Taxi,Credit Card,20.2
13.1,1800,35.0,Globe Taxi,Cash,0.0
15.0,2061,38.5,Taxicab Insurance Agency Llc,Cash,0.0
7.46,1025,21.25,Flash Cab,Prcard,0.0
11.35,1559,30.25,Sun Taxi,Prcard,0.0
16.68,2291,42.0,Taxicab Insurance Agency Llc,Credit Card,25.3
16.6,2280,42.75,Choice Taxi Association,Credit Card,20.2
8.3,1140,22.25,Taxi Affiliation Services,Credit Card,0.0
16.6,2280,42.0,Taxi Affiliation Services,Credit Card,25.2
5.65,776,17.0,Chicago Independents,Credit Card,20.6
15.05,2067,39.75,Sun Taxi,Cash,0.0
4.74,651,40.83,Flash Cab,Cash,0.0
8.17,1122,22.5,Flash Cab,Prcard,0.0
18.1,2485,50.75,Globe Taxi,Mobile,8.1
11.8,1620,30.0,Taxi Affiliation Services,Unknown,0.0
16.82,2309,42.75,City Service,Cash,0.0
16.69,2291,43.0,City Service,Credit Card,0.0
10.79,1481,33.68,Flash Cab,Cash,0.0
30.6,4200,83.0,"Taxicab Insurance Agency, LLC",Credit Card,25.1
7.49,1028,21.25,Blue Ribbon Taxi Association,Cash,0.0
4.86,667,15.25,Flash Cab,Cash,0.0
4.54,623,13.75,City Service,Credit Card,20.6
9.43,1294,26.25,Flash Cab,Prcard,0.0
17.47,2397,44.0,Chicago Independents,Cash,0.0
18.17,2493,45.5,Blue Ribbon Taxi Association,Credit Card,25.3
16.64,2283,42.75,Sun Taxi,Credit Card,10.7
7.45,1022,21.5,Flash Cab,Prcard,0.0
10.06,1380,27.25,Flash Cab,Prcard,0.0
13.64,1871,35.5,Flash Cab,Credit Card,15.2
17.73,2432,44.25,Chicago Independents,Credit Card,20.2
3.58,491,15.83,Globe Taxi,Mobile,23.0
11.36,1558,29.75,Sun Taxi,Prcard,0.0
7.0,960,18.75,Choice Taxi Association,Cash,0.0
14.0,1920,64.0,"Taxicab Insurance Agency, LLC",Credit Card,0.0
14.0,1920,36.25,Taxi Affiliation Services,Cash,0.0
7.0,960,19.25,Choice Taxi Association,Unknown,0.0
3.5,480,7.75,"Taxicab Insurance Agency, LLC",Cash,0.0
3.42,469,11.81,City Service,Mobile,23.0
18.05,2475,45.0,Flash Cab,Credit Card,20.2
17.35,2379,43.0,Taxicab Insurance Agency Llc,Mobile,20.2
12.88,1766,34.5,Star North Taxi Management Llc,Credit Card,20.2
12.48,1711,33.5,Sun Taxi,Cash,0.0
8.95,1227,24.75,Taxicab Insurance Agency Llc,Credit Card,15.3
18.32,2511,45.25,Taxicab Insurance Agency Llc,Mobile,20.2
16.65,2282,42.0,City Service,Cash,0.0
16.2,2220,40.0,U Taxicab,Cash,0.0
18.36,2516,46.75,Medallion Leasin,Credit Card,20.2
5.32,729,16.25,City Service,Credit Card,15.7
17.23,2361,43.0,Flash Cab,Credit Card,20.2
14.48,1984,59.17,Flash Cab,Cash,0.0
10.78,1477,30.0,Flash Cab,Prcard,0.0
7.7,1055,21.5,Chicago Independents,Credit Card,10.9
17.16,2351,42.75,Flash Cab,Credit Card,15.2
11.57,1585,30.5,Chicago Independents,Credit Card,20.3
13.47,1845,35.75,Flash Cab,Credit Card,28.0
17.15,2349,42.75,Flash Cab,Credit Card,20.2
9.2,1260,25.25,Chicago Independents,Credit Card,30.5
9.2,1260,25.0,Taxi Affiliation Services,Unknown,0.0
9.2,1260,26.0,"Taxicab Insurance Agency, LLC",Unknown,0.0
18.4,2520,45.75,U Taxicab,Credit Card,25.2
12.26,1679,33.25,Chicago Independents,Credit Card,25.3
8.31,1138,23.0,Star North Taxi Management Llc,Credit Card,25.4
17.84,2443,45.0,Medallion Leasin,Credit Card,25.3
11.05,1513,29.5,Flash Cab,Credit Card,6.8
7.56,1035,20.75,Flash Cab,Credit Card,15.3
9.43,1291,26.25,Flash Cab,Prcard,0.0
5.99,820,16.15,Taxicab Insurance Agency Llc,Mobile,23.0
6.1,835,20.14,Blue Ribbon Taxi Association,Mobile,23.8
18.6,2546,57.53,Flash Cab,Cash,0.0
15.97,2186,46.08,Sun Taxi,Mobile,23.0
12.26,1678,32.5,Taxicab Insurance Agency Llc,Cash,0.0
24.31,3327,62.75,Chicago Independents,Cash,0.0
17.1,2340,43.25,Chicago Independents,Credit Card,20.2
17.1,2340,42.5,"Taxicab Insurance Agency, LLC",Credit Card,20.2
12.27,1679,32.75,Sun Taxi,Credit Card,20.3
10.78,1475,30.25,Flash Cab,Prcard,0.0
6.3,862,18.0,Globe Taxi,Prcard,0.0
17.6,2408,43.5,Star North Taxi Management Llc,Credit Card,20.2
4.43,606,13.5,Flash Cab,Cash,0.0
12.13,1659,32.75,Flash Cab,Prcard,0.0
13.6,1860,35.5,Taxi Affiliation Services,Credit Card,20.2
11.32,1548,30.75,Flash Cab,Cash,0.0
11.93,1631,31.75,Flash Cab,Cash,0.0
17.46,2387,43.25,Blue Ribbon Taxi Association,Credit Card,20.2
13.92,1903,37.75,Flash Cab,Cash,0.0
7.9,1080,22.0,Taxi Affiliation Services,Cash,0.0
7.9,1080,21.75,Taxi Affiliation Services,Cash,0.0
15.8,2160,41.25,"Taxicab Insurance Agency, LLC",Credit Card,0.0
6.13,838,18.0,Flash Cab,Cash,0.0
8.53,1166,24.25,Flash Cab,Cash,0.0
16.33,2232,47.95,Medallion Leasin,Mobile,17.2
16.96,2318,43.25,Sun Taxi,Credit Card,8.5
18.0,2460,46.75,Top Cab Affiliation,Cash,0.0
18.0,2460,44.5,"Taxicab Insurance Agency, LLC",Credit Card,25.3
18.0,2460,44.75,"Taxicab Insurance Agency, LLC",Credit Card,15.0
5.51,753,16.5,Flash Cab,Cash,0.0
17.54,2397,43.5,Sun Taxi,Credit Card,20.2
19.21,2625,47.5,Medallion Leasin,Mobile,20.2
17.71,2420,44.25,Flash Cab,Cash,0.0
14.9,2036,41.5,City Service,Prcard,0.0
10.1,1380,27.25,Taxi Affiliation Services,Credit Card,25.3
10.1,1380,27.5,Taxi Affiliation Services,Unknown,0.0
8.41,1149,23.5,Sun Taxi,Credit Card,4.3
20.24,2765,49.75,Star North Taxi Management Llc,Credit Card,15.1
10.68,1459,28.75,Chicago Independents,Credit Card,20.3
10.68,1459,28.0,Taxicab Insurance Agency Llc,Credit Card,20.3
18.11,2474,45.25,Globe Taxi,Cash,0.0
11.91,1627,36.06,Flash Cab,Cash,0.0
12.49,1706,33.0,Flash Cab,Credit Card,20.3
12.3,1680,32.5,Taxi Affiliation Services,Credit Card,0.3
7.52,1027,21.25,Medallion Leasin,Cash,0.0
10.83,1479,29.5,Flash Cab,Prcard,0.0
14.5,1980,39.75,Choice Taxi Association,Cash,0.0
17.9,2444,45.0,Flash Cab,Credit Card,20.2
12.21,1667,33.0,City Service,Credit Card,0.0
16.7,2280,42.5,"Taxicab Insurance Agency, LLC",Credit Card,20.2
19.94,2722,53.94,Flash Cab,Cash,0.0
17.02,2323,43.0,Taxicab Insurance Agency Llc,Credit Card,15.2
2.33,318,8.5,Chicago Independents,Cash,0.0
8.8,1201,20.28,Blue Ribbon Taxi Association,Mobile,28.7
7.32,999,22.82,Taxicab Insurance Agency Llc,Mobile,23.0
11.9,1624,33.5,Taxicab Insurance Agency Llc,Prcard,0.0
16.4,2238,42.5,Star North Taxi Management Llc,Credit Card,15.2
17.86,2437,49.17,Flash Cab,Cash,0.0
9.11,1243,25.25,City Service,Credit Card,20.4
15.37,2097,41.5,Sun Taxi,Credit Card,20.1
16.22,2212,40.25,City Service,Credit Card,20.2
11.0,1500,28.75,Taxi Affiliation Services,Unknown,0.0
5.17,705,15.36,City Service,Mobile,23.0
8.8,1200,23.75,"Taxicab Insurance Agency, LLC",Credit Card,10.8
2.2,300,8.25,"Taxicab Insurance Agency, LLC",Cash,0.0
17.6,2400,44.0,Taxi Affiliation Services,Credit Card,25.2
8.8,1200,24.25,Taxi Affiliation Services,Unknown,0.0
17.6,2400,44.0,Taxi Affiliation Services,Credit Card,11.4
21.57,2941,54.25,Sun Taxi,Credit Card,10.6
11.48,1565,31.5,Flash Cab,Prcard,0.0
17.65,2406,44.25,Sun Taxi,Credit Card,20.2
10.96,1494,32.48,Flash Cab,Cash,0.0
17.02,2320,42.25,Flash Cab,Credit Card,15.2
7.99,1089,22.25,City Service,Cash,0.0
7.58,1033,21.25,Blue Ribbon Taxi Association,Prcard,0.0
17.73,2416,43.75,Sun Taxi,Credit Card,25.3
2.73,372,9.5,City Service,Mobile,31.1
12.0,1635,33.0,City Service,Prcard,0.0
17.74,2417,43.75,Sun Taxi,Mobile,20.2
13.74,1872,39.2,24 Seven Taxi,Mobile,23.0
7.45,1015,22.16,Blue Ribbon Taxi Association,Mobile,11.5
13.33,1816,35.75,Flash Cab,Prcard,0.0
16.59,2260,41.0,Flash Cab,Credit Card,20.2
17.56,2392,44.0,Flash Cab,Mobile,20.2
11.57,1576,30.0,Flash Cab,Prcard,0.0
5.22,711,15.75,Flash Cab,Prcard,0.0
13.12,1787,35.25,Taxicab Insurance Agency Llc,Credit Card,20.3
17.9,2438,45.25,Sun Taxi,Credit Card,20.2
17.9,2438,44.75,Chicago Taxicab,Credit Card,15.2
14.31,1949,46.79,Flash Cab,Cash,0.0
16.3,2220,41.25,Globe Taxi,Credit Card,30.3
14.51,1976,38.25,Star North Taxi Management Llc,Credit Card,13.1
28.2,3840,70.75,"Taxicab Insurance Agency, LLC",Cash,0.0
6.36,866,18.25,Flash Cab,Prcard,0.0
18.28,2489,46.0,Chicago Independents,Credit Card,20.2
17.21,2343,43.75,24 Seven Taxi,Credit Card,15.2
21.5,2927,76.61,Flash Cab,Cash,0.0
6.06,825,17.5,Chicago Independents,Cash,0.0
11.3,1538,31.25,Flash Cab,Prcard,0.0
4.93,671,15.0,City Service,Cash,0.0
7.04,958,20.5,Flash Cab,Cash,0.0
17.24,2346,44.25,Flash Cab,Cash,0.0
17.77,2418,44.25,Flash Cab,Credit Card,15.2
17.2,2340,42.5,Taxi Affiliation Services,Credit Card,20.2
17.2,2340,43.25,U Taxicab,Credit Card,20.2
17.2,2340,43.75,Choice Taxi Association,Credit Card,10.5
17.2,2340,42.5,Taxi Affiliation Services,Credit Card,20.2
17.2,2340,43.5,U Taxicab,Credit Card,12.6
17.63,2398,45.0,Sun Taxi,Cash,0.0
17.75,2414,44.25,Sun Taxi,Credit Card,14.5
7.5,1020,21.0,Taxi Affiliation Services,Cash,0.0
7.5,1020,21.25,Taxi Affiliation Services,Credit Card,20.4
11.26,1531,30.0,Flash Cab,Prcard,0.0
11.15,1516,30.0,Flash Cab,Prcard,0.0
9.76,1327,26.75,Globe Taxi,Credit Card,11.2
9.29,1263,27.12,Blue Ribbon Taxi Association,Mobile,0.0
2.42,329,8.75,24 Seven Taxi,Credit Card,22.9
12.88,1751,34.0,Flash Cab,Prcard,0.0
9.82,1335,26.25,Sun Taxi,Credit Card,16.0
12.8,1740,34.25,Top Cab Affiliation,Credit Card,17.9
12.8,1740,34.25,U Taxicab,Cash,0.0
7.1,965,20.25,Globe Taxi,Credit Card,20.4
18.1,2460,47.5,Taxi Affiliation Services,Credit Card,25.2
18.1,2460,45.25,Choice Taxi Association,Credit Card,30.3
5.32,723,15.5,Sun Taxi,Credit Card,0.0
17.72,2408,44.5,Medallion Leasin,Credit Card,20.2
2.48,337,8.75,Blue Ribbon Taxi Association,Credit Card,34.3
7.5,1019,20.5,Flash Cab,Credit Card,16.3
16.59,2254,41.75,Star North Taxi Management Llc,Credit Card,10.9
18.04,2451,45.5,Star North Taxi Management Llc,Credit Card,20.2
4.88,663,15.25,Flash Cab,Credit Card,25.8
5.3,720,16.0,Globe Taxi,Mobile,10.0
10.6,1440,28.5,"Taxicab Insurance Agency, LLC",Credit Card,0.0
3.46,470,11.25,Chicago Independents,Credit Card,25.8
6.39,868,18.5,Taxicab Insurance Agency Llc,Cash,0.0
9.41,1278,26.0,Flash Cab,Cash,0.0
15.36,2086,39.75,Sun Taxi,Credit Card,16.0
19.0,2580,46.5,Choice Taxi Association,Credit Card,20.2
13.7,1860,36.0,Globe Taxi,Credit Card,20.3
17.7,2403,44.25,Medallion Leasin,Credit Card,20.2
6.86,931,19.75,Blue Ribbon Taxi Association,Cash,0.0
17.98,2440,45.5,24 Seven Taxi,Credit Card,20.2
12.61,1711,32.5,Flash Cab,Prcard,0.0
6.56,890,19.25,Flash Cab,Cash,0.0
12.48,1693,32.75,Flash Cab,Cash,0.0
10.16,1378,28.25,Flash Cab,Prcard,0.0
8.9,1207,23.75,City Service,Prcard,0.0
18.56,2517,47.25,Sun Taxi,Credit Card,20.2
13.34,1809,35.5,Flash Cab,Credit Card,20.3
10.59,1436,28.0,Medallion Leasin,Credit Card,20.3
17.7,2400,44.25,Taxi Affiliation Services,Credit Card,20.2
17.7,2400,44.5,Taxi Affiliation Services,Credit Card,20.6
17.7,2400,44.5,Taxi Affiliation Services,Credit Card,20.2
17.7,2400,44.25,"Taxicab Insurance Agency, LLC",Credit Card,25.2
17.7,2400,44.0,Taxi Affiliation Services,Credit Card,25.2
17.7,2400,45.0,Top Cab Affiliation,Credit Card,20.2
14.5,1966,32.48,Flash Cab,Cash,0.0
